filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0379_related_q002_Force_and_VIP_Movement_Coordination_Note.tsv,tsv,text/tab-separated-values,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-BD242E,National Guard; operational route; patrol route; VIP movement; military exercise; motorcade; convoy; escort,616
0380_unrelated_q107_Sports_Club_Training_Roster.svg,svg,image/svg+xml,False,,Public,Sports Club Training Roster,FCT-2026-F6C236,attendance sheet; injury recovery; football drills; coach notes,708
0381_related_q013_Government_Operations_Disruption_Report.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,13,Secret,Government Operations Disruption Report,FCT-2026-4E2927,operational disruption; disaster recovery; cyber attack; business continuity; government shutdown; system failure; emergency operations; service outage,37929
0382_unrelated_q106_Library_Acquisition_List.md,md,text/markdown,False,,Public,Library Acquisition List,FCT-2026-04AC06,reading club; fiction collection; cataloguing; interlibrary loan,2017
0383_unrelated_q109_Weather_Outlook_for_Field_Picnic.mht,mht,multipart/related,False,,Public,Weather Outlook for Field Picnic,FCT-2026-434383,light breeze; picnic blankets; UV index; sunny intervals,2085
0384_related_q004_Cryptographic_Key_Custody_Log.csv,csv,text/csv,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-153BCF,certificate authority; key management; cryptographic key; private key; root certificate; HSM; AES; PKI,950
0385_related_q001_Restricted_Defense_Asset_Inventory_Brief.json,json,application/json,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-701227,weapons cache; UAV; Ministry of Defense; ammunition depot; military base; armory; explosives; missile,2487
0386_related_q003_Emergency_Continuity_and_Engagement_Proc.txt,txt,text/plain,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-470FB2,war plan; mobilization plan; defense strategy; contingency plan; rules of engagement; command structure; continuity of government; evacuation plan,2629
0387_related_q012_Export_Continuity_Advisory.zip,zip,application/zip,True,12,Secret,Export Continuity Advisory,FCT-2026-E75A2C,export restriction; export decline; trade embargo; trade barrier; shipping disruption; customs restriction; port closure; sanctions,1364
0388_unrelated_q105_Marketing_Campaign_Retro.eml,eml,message/rfc822,False,,Internal,Marketing Campaign Retro,FCT-2026-3B06C0,social media post; newsletter open rate; brand awareness; click-through rate,2257
0389_unrelated_q105_Marketing_Campaign_Retro.pdf,pdf,application/pdf,False,,Internal,Marketing Campaign Retro,FCT-2026-F0C992,newsletter open rate; social media post; click-through rate; brand awareness,4129
0390_unrelated_q104_Facilities_Maintenance_Schedule.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Facilities Maintenance Schedule,FCT-2026-699660,lighting upgrade; HVAC filter; parking lot paint; elevator inspection,30233
0391_unrelated_q104_Facilities_Maintenance_Schedule.html,html,text/html,False,,Internal,Facilities Maintenance Schedule,FCT-2026-5DACA0,HVAC filter; parking lot paint; elevator inspection; lighting upgrade,2393
0392_unrelated_q108_Procurement_Stationery_Order.rtf,rtf,application/rtf,False,,Internal,Procurement Stationery Order,FCT-2026-322071,toner cartridge; notebooks; sticky notes; whiteboard markers,1616
0393_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-0CCEFC,seaport; power station; military base; airport; command center; government facility; oil refinery; telecom exchange,7163
0394_related_q010_Strategic_Resource_Outlook.xml,xml,text/xml,True,10,Secret,Strategic Resource Outlook,FCT-2026-27AE6F,mining; resource depletion; commodity price; production quota; OPEC; natural gas; Brent; oil reserve,2069
0395_unrelated_q105_Marketing_Campaign_Retro.log,log,text/log,False,,Internal,Marketing Campaign Retro,FCT-2026-EF9B2C,newsletter open rate; click-through rate; social media post; brand awareness,1451
0396_related_q012_Export_Continuity_Advisory.tsv,tsv,text/tab-separated-values,True,12,Secret,Export Continuity Advisory,FCT-2026-549FA2,export decline; customs restriction; trade barrier; trade embargo; shipping disruption; sanctions; port closure; export restriction,608
0397_unrelated_q104_Facilities_Maintenance_Schedule.svg,svg,image/svg+xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-9ED05D,lighting upgrade; parking lot paint; HVAC filter; elevator inspection,727
0398_unrelated_q102_IT_Helpdesk_Ticket_Summary.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-09BB52,VPN latency; printer jam; password reset; laptop docking,37715
0399_related_q006_National_Reputation_Risk_Watchlist.md,md,text/markdown,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-BBF74B,sanctions; human rights violation; censorship; scandal; diplomatic crisis; money laundering; media exposure; corruption,2651
0400_unrelated_q104_Facilities_Maintenance_Schedule.mht,mht,multipart/related,False,,Internal,Facilities Maintenance Schedule,FCT-2026-1BCE43,elevator inspection; parking lot paint; HVAC filter; lighting upgrade,2111
0401_related_q002_Force_and_VIP_Movement_Coordination_Note.csv,csv,text/csv,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-754E0C,deployment; troop movement; military exercise; operational route; patrol route; VIP movement; mobilization; escort,967
0402_related_q002_Force_and_VIP_Movement_Coordination_Note.json,json,application/json,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-EA4CFD,military exercise; mobilization; motorcade; deployment; patrol route; VIP movement; Royal Guard; convoy,2482
0403_unrelated_q101_Office_Cafeteria_Weekly_Menu.txt,txt,text/plain,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-2B73AE,coffee station; vegetarian option; lunch special; dessert bar,1939
0404_related_q004_Cryptographic_Key_Custody_Log.zip,zip,application/zip,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-268BA4,secret key; TLS certificate; root certificate; ECC; private key; RSA; key management; PKI,1345
0405_related_q001_Restricted_Defense_Asset_Inventory_Brief.eml,eml,message/rfc822,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-F710E4,fighter aircraft; UAV; Ministry of Defense; ballistic missile; tank; armory; drone; artillery,2834
0406_related_q011_International_Commercial_Partnership_Sum.pdf,pdf,application/pdf,True,11,Secret,International Commercial Partnership Summary,FCT-2026-62FD4F,joint venture; foreign investment; commercial agreement; strategic partnership; technology transfer; sovereign investment; strategic supplier; investment agreement,4373
0407_related_q010_Strategic_Resource_Outlook.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,10,Secret,Strategic Resource Outlook,FCT-2026-7CCBE7,Brent; production quota; resource depletion; petroleum exports; oil reserve; natural gas; commodity price; OPEC,30357
0408_related_q003_Emergency_Continuity_and_Engagement_Proc.html,html,text/html,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-8D7070,evacuation plan; command structure; mobilization plan; continuity of government; defense strategy; contingency plan; war plan; battle plan,3165
0409_related_q007_Counter-Terrorism_Threat_Digest.rtf,rtf,application/rtf,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-FFE27E,hostage; terrorist; VBIED; suicide attack; Daesh; terrorism; ISIS; IED,2108
0410_related_q012_Export_Continuity_Advisory.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,12,Secret,Export Continuity Advisory,FCT-2026-80F4F0,port closure; export decline; shipping disruption; export restriction; trade barrier; customs restriction; sanctions; trade embargo,7164
0411_unrelated_q105_Marketing_Campaign_Retro.xml,xml,text/xml,False,,Internal,Marketing Campaign Retro,FCT-2026-610544,social media post; newsletter open rate; click-through rate; brand awareness,1734
0412_unrelated_q102_IT_Helpdesk_Ticket_Summary.log,log,text/log,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-4E4355,laptop docking; printer jam; VPN latency; password reset,1436
0413_related_q001_Restricted_Defense_Asset_Inventory_Brief.tsv,tsv,text/tab-separated-values,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-87A2E5,air defense; Royal Saudi Air Force; arsenal; fighter aircraft; military base; missile; weapons cache; drone,619
0414_unrelated_q101_Office_Cafeteria_Weekly_Menu.svg,svg,image/svg+xml,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-11A563,dessert bar; vegetarian option; coffee station; lunch special,714
0415_related_q002_Force_and_VIP_Movement_Coordination_Note.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-106AB3,VIP movement; military exercise; mobilization; deployment; escort; convoy; operational route; Royal Guard,37939
0416_unrelated_q103_Employee_Wellness_Newsletter.md,md,text/markdown,False,,Public,Employee Wellness Newsletter,FCT-2026-E4DAA3,hydration tips; ergonomic chair; yoga session; step challenge,2021
0417_related_q007_Counter-Terrorism_Threat_Digest.mht,mht,multipart/related,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-D2574B,suicide attack; ISIS; radicalization; Daesh; extremist; attack plan; Al-Qaeda; terrorist,2642
0418_related_q002_Force_and_VIP_Movement_Coordination_Note.csv,csv,text/csv,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-5DBB18,convoy; operational route; troop movement; Royal Guard; patrol route; escort; National Guard; military exercise,946
0419_related_q014_Strategic_Warehouse_and_Logistics_Reserv.json,json,application/json,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-98A929,emergency stockpile; supply depot; logistics center; fuel depot; warehouse; inventory reserve; storage facility; strategic reserve,2549
0420_unrelated_q110_Volunteer_Greening_Day_Plan.txt,txt,text/plain,False,,Public,Volunteer Greening Day Plan,FCT-2026-8F1607,community garden; irrigation hose; tree planting; recycling bins,1919
0421_unrelated_q106_Library_Acquisition_List.zip,zip,application/zip,False,,Public,Library Acquisition List,FCT-2026-14434F,fiction collection; reading club; interlibrary loan; cataloguing,1137
0422_related_q004_Cryptographic_Key_Custody_Log.eml,eml,message/rfc822,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-7C5CEA,PKI; key management; RSA; TLS certificate; private key; root certificate; VPN key; secret key,2794
0423_unrelated_q108_Procurement_Stationery_Order.pdf,pdf,application/pdf,False,,Internal,Procurement Stationery Order,FCT-2026-58BE6E,toner cartridge; whiteboard markers; sticky notes; notebooks,4043
0424_unrelated_q105_Marketing_Campaign_Retro.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Marketing Campaign Retro,FCT-2026-A85510,click-through rate; brand awareness; social media post; newsletter open rate,30236
0425_related_q007_Counter-Terrorism_Threat_Digest.html,html,text/html,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-1A56C9,violent extremism; attack plan; VBIED; radicalization; Daesh; suicide attack; bomb; terrorist,2982
0426_unrelated_q107_Sports_Club_Training_Roster.rtf,rtf,application/rtf,False,,Public,Sports Club Training Roster,FCT-2026-67CE0A,attendance sheet; coach notes; football drills; injury recovery,1617
0427_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-4004A7,telecom exchange; power station; command center; substation; military base; desalination plant; seaport; airport,7172
0428_unrelated_q103_Employee_Wellness_Newsletter.xml,xml,text/xml,False,,Public,Employee Wellness Newsletter,FCT-2026-B5B56C,step challenge; hydration tips; yoga session; ergonomic chair,1728
0429_unrelated_q103_Employee_Wellness_Newsletter.log,log,text/log,False,,Public,Employee Wellness Newsletter,FCT-2026-7B8470,ergonomic chair; step challenge; hydration tips; yoga session,1447
0430_related_q013_Government_Operations_Disruption_Report.tsv,tsv,text/tab-separated-values,True,13,Secret,Government Operations Disruption Report,FCT-2026-751AC5,system failure; disaster recovery; operational disruption; government shutdown; service outage; emergency operations; business continuity; cyber attack,660
0431_related_q003_Emergency_Continuity_and_Engagement_Proc.svg,svg,image/svg+xml,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-B914D0,mobilization plan; military doctrine; evacuation plan; battle plan; contingency plan; rules of engagement; continuity of government; war plan,813
0432_related_q008_Diplomatic_Negotiation_Status_Memo.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-A44AF5,strategic partnership; classified negotiation; diplomatic cable; MOU; bilateral agreement; treaty; diplomatic note; foreign ministry,37915
0433_unrelated_q109_Weather_Outlook_for_Field_Picnic.md,md,text/markdown,False,,Public,Weather Outlook for Field Picnic,FCT-2026-EE41E4,sunny intervals; UV index; picnic blankets; light breeze,2027
0434_unrelated_q102_IT_Helpdesk_Ticket_Summary.mht,mht,multipart/related,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-FBD82E,laptop docking; password reset; VPN latency; printer jam,2054
0435_related_q008_Diplomatic_Negotiation_Status_Memo.csv,csv,text/csv,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-0549F0,classified negotiation; embassy; treaty; foreign ministry; consulate; bilateral agreement; diplomatic cable; strategic partnership,964
0436_unrelated_q102_IT_Helpdesk_Ticket_Summary.json,json,application/json,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-6509BB,VPN latency; password reset; laptop docking; printer jam,1980
